client_id,client_name,invoice_id,start_date,total,shipment_type
C10456,Blue Partners,INV-13MYI9K,2025-12-28,3544.77,GROUND
C63096,Initech Freight,INV-13RTYXH,2025-06-17,1256.69,GROUND
C14175,Wayne Group,INV-13S7A3O,2025-12-12,13492.73,FREIGHT
C99892,Wayne Freight,INV-13ZFYK0,2024-01-04,42210.06,FREIGHT
C80551,Vertex Partners,INV-13ZVTSD,2024-05-02,9563.5,EXPRESS
C43677,Apex Group,INV-1407U1U,2024-05-27,2157.82,GROUND
C94736,Red Logistics,INV-14AFF9S,2024-07-02,2800.97,GROUND
C33266,Hooli Enterprises,INV-14DG4C0,2024-02-24,37664.03,FREIGHT
C16655,Hooli Co,INV-14INJA6,2024-08-23,3403.27,2DAY
C14637,Hooli Supply,INV-153MPQ2,2024-09-23,1107.15,GROUND
C16180,Blue Enterprises,INV-15D5MRX,2024-07-26,3774.32,GROUND
C29210,Massive Group,INV-15KYUNW,2024-09-29,11043.36,EXPRESS
C64279,Green Logistics,INV-15LMZT4,2024-12-05,3008.16,2DAY
C63096,Initech Freight,INV-15M1LWU,2025-05-29,11573.95,EXPRESS
C78191,Quantum Enterprises,INV-15U575J,2025-02-01,4498.2,GROUND
C87356,Zenith Logistics,INV-15YXN39,2024-01-25,10536.72,2DAY
C10456,Blue Partners,INV-15ZFDBU,2025-03-21,1128.58,GROUND
C14637,Hooli Supply,INV-16HDQU5,2024-09-07,11712.0,EXPRESS
C98399,Wayne Group,INV-16N0PYL,2025-12-28,3110.17,GROUND
C64279,Green Logistics,INV-16V45Y2,2025-09-11,4875.63,GROUND
C94929,Green Co,INV-16VNPTI,2025-08-16,2216.34,GROUND
C56067,Hooli Logistics,INV-16WKSKQ,2024-07-11,3877.66,2DAY
C73720,Massive Llc,INV-170YSA5,2024-06-01,3210.21,GROUND
C83948,Wayne Holdings,INV-174PXZ5,2024-05-01,12254.72,EXPRESS
C22659,Tyrell Partners,INV-17KH0H0,2024-10-08,9133.32,EXPRESS
C84879,Umbrella Partners,INV-17WBBBS,2025-01-26,2398.71,GROUND
C80551,Vertex Partners,INV-184DF6K,2025-01-24,20253.35,EXPRESS
C09581,Wonka Supply,INV-184JC1N,2024-01-03,19623.68,EXPRESS
C91097,Tyrell Freight,INV-18D1QZ0,2024-09-21,3413.39,GROUND
C77726,Nimbus Holdings,INV-18D9W90,2025-06-08,8216.03,EXPRESS
C56067,Hooli Logistics,INV-18F3YZ6,2025-04-30,2982.3,GROUND
C03366,Umbrella Industries,INV-18FC536,2024-07-17,2984.33,GROUND
C82971,Massive Co,INV-18SQQ89,2025-07-18,15402.29,EXPRESS
C56067,Hooli Logistics,INV-18YUYV2,2024-11-25,3195.53,GROUND
C98399,Wayne Group,INV-18ZHONE,2024-09-05,3432.22,GROUND
C63250,Vertex Supply,INV-193I5EJ,2025-05-11,6459.04,2DAY
C03366,Umbrella Industries,INV-1951STY,2025-10-11,16709.21,EXPRESS
C29210,Massive Group,INV-196W422,2024-01-25,2818.04,GROUND
C97125,Blue Industries,INV-197OT3V,2024-04-11,17179.14,EXPRESS
C15978,Vector Freight,INV-1982HZJ,2025-12-30,2745.62,GROUND
C11386,Vector Llc,INV-198NH58,2025-06-02,7591.12,2DAY
C78191,Quantum Enterprises,INV-198QUMM,2024-12-10,5016.35,GROUND
C87356,Zenith Logistics,INV-199HWK1,2024-08-12,5571.0,2DAY
C99892,Wayne Freight,INV-199RYNC,2025-11-09,4578.42,GROUND
C60889,Wonka Llc,INV-19AMFMM,2024-11-30,3471.91,GROUND
C15499,Zenith Holdings,INV-19KWXFN,2024-07-05,2226.99,GROUND
C16655,Hooli Co,INV-19RA9IF,2025-05-16,11508.0,EXPRESS
C60889,Wonka Llc,INV-19RL99R,2024-12-28,8352.21,EXPRESS
C83350,Stark Group,INV-19RSBV1,2025-04-14,7635.08,2DAY
C60889,Wonka Llc,INV-19UBOQY,2025-03-22,10965.96,EXPRESS
C78191,Quantum Enterprises,INV-19UT5VB,2025-10-09,50557.36,FREIGHT
C15499,Zenith Holdings,INV-19XBWNM,2025-01-19,3010.47,2DAY
C10456,Blue Partners,INV-19ZU5JF,2024-02-14,8581.16,EXPRESS
C84879,Umbrella Partners,INV-1A37KRU,2024-05-03,4868.07,GROUND
C25055,Stark Partners,INV-1A68W3R,2025-02-19,6889.22,EXPRESS
C29210,Massive Group,INV-1A6ALTD,2024-08-23,3840.18,GROUND
C99808,Blue Co,INV-1A6EQSV,2025-10-17,5931.78,2DAY
C03366,Umbrella Industries,INV-1AC9Z8I,2024-08-10,14286.45,EXPRESS
C98399,Wayne Group,INV-1AGCR23,2024-05-09,1438.47,GROUND
C16655,Hooli Co,INV-1AIU7GO,2025-10-23,4571.63,GROUND
C82971,Massive Co,INV-1AR0MSU,2024-05-12,1219.9,GROUND
C34523,Stark Enterprises,INV-1AU5J4T,2024-11-19,8901.95,EXPRESS
C21531,Green Llc,INV-1B1MM22,2024-06-29,1659.97,GROUND
C97125,Blue Industries,INV-1B7M7PD,2024-08-19,20659.42,EXPRESS
C73720,Massive Llc,INV-1BDWP36,2025-05-12,4493.46,GROUND
C11386,Vector Llc,INV-1BEP56O,2025-02-02,3666.43,GROUND
C02145,Zenith Supply,INV-1BLMIE9,2025-07-28,9499.3,EXPRESS
C17754,Vector Co,INV-1BMAU0O,2024-06-11,17488.81,EXPRESS
C60889,Wonka Llc,INV-1BNFTP4,2025-03-06,4034.42,GROUND
C21531,Green Llc,INV-1BVF4O0,2024-12-24,3468.76,GROUND
C84879,Umbrella Partners,INV-1BWFVIK,2024-04-09,2623.79,GROUND
C10456,Blue Partners,INV-1BXIFO7,2024-04-29,2240.74,2DAY
C64279,Green Logistics,INV-1C51Z0I,2024-12-25,2083.52,GROUND
C28306,Tyrell Llc,INV-1C5BAG9,2025-05-14,1675.9,GROUND
C98672,Stark Freight,INV-1CBZBFL,2024-05-17,2219.51,GROUND
C93089,Blue Supply,INV-1CDD68Z,2024-10-07,4669.82,GROUND
C15978,Vector Freight,INV-1CEL03N,2025-06-25,5194.88,GROUND
C94736,Red Logistics,INV-1CJ2HE4,2025-02-20,13125.3,EXPRESS
C25055,Stark Partners,INV-1CJMPYV,2025-04-20,3650.03,GROUND
C33266,Hooli Enterprises,INV-1CN2EPL,2024-05-08,1533.87,GROUND
C11386,Vector Llc,INV-1CO86A2,2025-06-13,1533.39,GROUND
C84879,Umbrella Partners,INV-1CRE482,2025-09-09,2393.37,GROUND
C11386,Vector Llc,INV-1CSB3IX,2024-02-02,4108.55,GROUND
C60889,Wonka Llc,INV-1CU36PF,2025-12-14,17073.91,EXPRESS
C08929,Nimbus Industries,INV-1CZ8E72,2025-11-20,19129.44,EXPRESS
C93089,Blue Supply,INV-1D71K2Y,2024-12-22,8006.11,2DAY
C09581,Wonka Supply,INV-1D7R77Z,2024-08-18,1511.14,GROUND
C83948,Wayne Holdings,INV-1D8WAP5,2025-08-15,12201.17,EXPRESS
C20405,Initech Supply,INV-1DAE6TN,2024-07-29,1739.66,GROUND
C03366,Umbrella Industries,INV-1DJHC2A,2024-07-30,10040.07,2DAY
C17754,Vector Co,INV-1DQTAJT,2025-08-15,3494.54,GROUND
C09581,Wonka Supply,INV-1DTTP10,2024-06-06,2895.09,GROUND
C15978,Vector Freight,INV-1E3KWUX,2025-11-21,2901.97,2DAY
C84879,Umbrella Partners,INV-1EBINU0,2025-10-27,9315.75,EXPRESS
C35443,Nimbus Group,INV-1ECBHIP,2024-10-12,9813.61,EXPRESS
C15499,Zenith Holdings,INV-1EGPPTK,2025-01-20,20740.03,EXPRESS
C43677,Apex Group,INV-1EI6G05,2025-05-09,8060.27,EXPRESS
C72495,Umbrella Enterprises,INV-1EIG42H,2024-12-02,45808.38,FREIGHT
C94929,Green Co,INV-1EJZYK4,2024-07-02,10361.43,EXPRESS
C83350,Stark Group,INV-1ERNVN2,2025-06-07,4642.03,GROUND
C77577,Zenith Holdings,INV-1ESUZ1U,2024-06-05,4881.81,GROUND
C82971,Massive Co,INV-1ETAJ1Z,2024-08-30,8257.45,EXPRESS
C56067,Hooli Logistics,INV-1EUVEGT,2024-11-14,20470.1,EXPRESS
C25055,Stark Partners,INV-1F19FGA,2024-02-29,4001.99,GROUND
C29210,Massive Group,INV-1F3GJ5F,2025-12-12,1535.27,GROUND
C77577,Zenith Holdings,INV-1FDC3Z3,2025-06-21,16721.07,EXPRESS
C49018,Green Freight,INV-1FDGNMS,2024-05-14,18377.09,EXPRESS
C17172,Apex Freight,INV-1FJPG5U,2024-08-07,33716.99,FREIGHT
C72495,Umbrella Enterprises,INV-1FN3NDA,2024-05-28,10614.4,FREIGHT
C24911,Quantum Freight,INV-1FYIGX8,2024-06-10,6240.95,2DAY
C47375,Vertex Partners,INV-1FZX57O,2025-01-05,1323.76,GROUND
C25055,Stark Partners,INV-1G0TOND,2024-03-23,1466.66,GROUND
C98399,Wayne Group,INV-1G9MQ09,2024-10-11,2101.25,GROUND
C15978,Vector Freight,INV-1GCCCE4,2024-08-20,2875.96,GROUND
C17172,Apex Freight,INV-1GHFZDB,2024-10-12,13520.42,EXPRESS
C28306,Tyrell Llc,INV-1GIAQR4,2024-11-06,17447.46,EXPRESS
C93089,Blue Supply,INV-1GPBU1C,2025-09-05,1705.85,GROUND
C14175,Wayne Group,INV-1GRWRH4,2024-04-29,22866.65,FREIGHT
C64279,Green Logistics,INV-1H87N3V,2025-09-15,4614.43,GROUND
C92842,Tyrell Industries,INV-1HDIIS6,2024-12-02,19473.91,EXPRESS
C97785,Massive Supply,INV-1HDJCI9,2025-06-01,8160.3,2DAY
C33266,Hooli Enterprises,INV-1HEO8GB,2024-05-10,1840.26,GROUND
C24911,Quantum Freight,INV-1HH5CFY,2024-06-20,10176.39,EXPRESS
C15978,Vector Freight,INV-1HK0DHT,2025-07-20,35289.35,FREIGHT
C72495,Umbrella Enterprises,INV-1HMI4R2,2024-12-09,2427.41,GROUND
C73720,Massive Llc,INV-1HNGJUO,2025-03-28,3753.8,GROUND
C09581,Wonka Supply,INV-1HUFASI,2025-07-17,5049.89,GROUND
C14175,Wayne Group,INV-1HVZU1D,2024-04-30,19336.47,EXPRESS
C03366,Umbrella Industries,INV-1HX50G6,2024-10-13,24875.32,FREIGHT
C91097,Tyrell Freight,INV-1HX7FU6,2024-11-13,1049.59,GROUND
C11386,Vector Llc,INV-1I17306,2024-01-14,1997.3,GROUND
C94929,Green Co,INV-1I7L6DC,2024-10-24,6205.63,2DAY
C94929,Green Co,INV-1IAUQ6C,2025-02-24,6165.95,2DAY
C70464,Hooli Supply,INV-1IBVSQN,2024-11-07,15327.1,EXPRESS
C99892,Wayne Freight,INV-1ICDCH2,2024-03-06,1124.42,GROUND
C70464,Hooli Supply,INV-1IDHBTR,2025-03-29,7446.93,2DAY
C82971,Massive Co,INV-1IGAS53,2025-04-21,13167.35,EXPRESS
C11386,Vector Llc,INV-1IUHN1S,2024-12-24,8983.94,2DAY
C84879,Umbrella Partners,INV-1IWGGPX,2025-06-11,3714.28,2DAY
C15978,Vector Freight,INV-1IWWP82,2025-01-08,2512.54,2DAY
C77577,Zenith Holdings,INV-1IZ35TU,2025-06-21,6262.01,EXPRESS
C63096,Initech Freight,INV-1J2HMDB,2024-12-18,11005.03,EXPRESS
C24911,Quantum Freight,INV-1J39XUO,2024-09-30,5466.23,EXPRESS
C57382,Vector Logistics,INV-1J9RF69,2025-10-26,6834.23,2DAY
C10456,Blue Partners,INV-1JHXTVN,2025-09-12,1550.22,GROUND
C28306,Tyrell Llc,INV-1JJH7FZ,2024-07-22,18470.45,EXPRESS
C98672,Stark Freight,INV-1JQ7HAZ,2024-05-05,2870.0,GROUND
C49018,Green Freight,INV-1JSVNAG,2024-08-16,2594.27,GROUND
C97125,Blue Industries,INV-1JXZ2MN,2025-09-12,4225.24,GROUND
C77726,Nimbus Holdings,INV-1K2O0P4,2025-07-31,1863.33,GROUND
C35443,Nimbus Group,INV-1K397F6,2024-12-25,3895.8,GROUND
C51553,Hooli Logistics,INV-1K3O7Y5,2025-03-15,4787.47,GROUND
C94929,Green Co,INV-1KFF02J,2025-08-14,3318.74,GROUND
C35443,Nimbus Group,INV-1KHWFVA,2024-01-27,3059.92,2DAY
C57382,Vector Logistics,INV-1KI39UW,2024-10-30,6103.09,EXPRESS
C16655,Hooli Co,INV-1KJC61A,2025-08-27,48367.06,FREIGHT
C56067,Hooli Logistics,INV-1KNEAA0,2024-02-03,3603.34,GROUND
C91097,Tyrell Freight,INV-1KPAT9U,2024-11-29,8095.43,2DAY
C03366,Umbrella Industries,INV-1KQA212,2025-11-24,4163.08,GROUND
C17754,Vector Co,INV-1KR5Y7R,2024-10-02,3484.41,GROUND
C33266,Hooli Enterprises,INV-1KSCZB5,2025-06-09,11408.85,FREIGHT
C93089,Blue Supply,INV-1KUEWL3,2024-01-16,12356.41,FREIGHT
C28306,Tyrell Llc,INV-1KYFCNJ,2024-03-04,2123.55,GROUND
C97785,Massive Supply,INV-1L49DRL,2024-04-28,35651.45,FREIGHT
C17754,Vector Co,INV-1L6BJOU,2024-04-01,4361.24,GROUND
C21531,Green Llc,INV-1LFU10E,2025-06-27,1631.45,GROUND
C63096,Initech Freight,INV-1LIA5WO,2024-09-25,9558.11,EXPRESS
C02145,Zenith Supply,INV-1LJR8LI,2024-10-02,4320.79,GROUND
C16655,Hooli Co,INV-1LNBP4O,2024-01-25,4204.52,GROUND
C57382,Vector Logistics,INV-1LPGN1G,2024-03-15,9803.8,EXPRESS
C10456,Blue Partners,INV-1LV2XAK,2025-09-18,2498.79,GROUND
C84879,Umbrella Partners,INV-1LV9W1P,2024-06-24,12828.76,EXPRESS
C73720,Massive Llc,INV-1M290UF,2024-08-05,4873.67,GROUND
C49018,Green Freight,INV-1M3GMPD,2024-07-14,2236.62,GROUND
C17754,Vector Co,INV-1M5AMR7,2024-07-04,4659.89,GROUND
C25055,Stark Partners,INV-1MF04QD,2025-07-28,20187.67,EXPRESS
C98399,Wayne Group,INV-1MHUK3R,2025-04-12,3228.04,GROUND
C16655,Hooli Co,INV-1MLOTUD,2025-08-04,3227.76,GROUND
C82971,Massive Co,INV-1MTB06Z,2024-05-02,6764.57,2DAY
C97125,Blue Industries,INV-1MTBAKW,2024-05-18,5314.42,EXPRESS
C35443,Nimbus Group,INV-1MV3X4V,2024-04-28,3737.92,GROUND
C22659,Tyrell Partners,INV-1MWD641,2024-08-13,1800.28,GROUND
C77726,Nimbus Holdings,INV-1MXWKRI,2024-11-16,16862.14,EXPRESS
C11386,Vector Llc,INV-1N0O8D9,2024-09-08,4516.03,2DAY
C16180,Blue Enterprises,INV-1N2PDRY,2025-03-09,10810.84,EXPRESS
C81739,Massive Partners,INV-1N6COI6,2024-12-22,9292.61,EXPRESS
C92842,Tyrell Industries,INV-1N7RL9U,2025-04-12,9842.65,EXPRESS
C63250,Vertex Supply,INV-1N9HCRX,2025-12-13,1567.17,GROUND
C86029,Acme Industries,INV-1NC96HF,2025-12-30,3515.12,GROUND
C16180,Blue Enterprises,INV-1NEOZG2,2024-10-31,21033.9,EXPRESS
C87356,Zenith Logistics,INV-1NETHSD,2025-01-06,4015.12,GROUND
C10456,Blue Partners,INV-1NF0DY8,2024-04-13,5313.56,GROUND
C82971,Massive Co,INV-1NFDMPE,2024-08-06,9319.02,2DAY
C57382,Vector Logistics,INV-1NKZ1PJ,2024-04-10,9543.21,2DAY
C16180,Blue Enterprises,INV-1NQMAPH,2024-06-20,4951.89,2DAY
C94736,Red Logistics,INV-1NT2MEG,2025-04-13,4520.78,2DAY
C97785,Massive Supply,INV-1NWGO9B,2024-05-20,21909.2,FREIGHT
C83350,Stark Group,INV-1NYJXUZ,2024-09-10,3583.66,GROUND
C34523,Stark Enterprises,INV-1NZOWD1,2025-08-14,9744.57,2DAY
C14637,Hooli Supply,INV-1O2IJ0I,2024-01-15,8640.27,EXPRESS
C94736,Red Logistics,INV-1O4G05I,2025-03-11,12658.42,EXPRESS
C15978,Vector Freight,INV-1O65GJN,2025-09-08,3288.0,2DAY
C34523,Stark Enterprises,INV-1OA7L2T,2024-10-09,5224.06,GROUND
C20405,Initech Supply,INV-1OM2YE7,2024-08-02,4724.71,GROUND
C15978,Vector Freight,INV-1OMYA5H,2024-06-29,3916.59,GROUND
C15978,Vector Freight,INV-1OQ5LL1,2024-04-21,9587.84,2DAY
C56067,Hooli Logistics,INV-1P4KISK,2024-03-19,7802.74,2DAY
C10456,Blue Partners,INV-1P51XWF,2024-07-11,9528.41,2DAY
C94929,Green Co,INV-1PGLSUE,2024-06-04,1399.8,GROUND
C87356,Zenith Logistics,INV-1PHORK3,2025-02-11,6544.72,EXPRESS
C24911,Quantum Freight,INV-1PI2Z2Q,2025-01-28,1089.11,GROUND
C78191,Quantum Enterprises,INV-1PI6H3N,2025-12-05,6970.81,EXPRESS
C84879,Umbrella Partners,INV-1PNW88Q,2024-02-26,1333.36,GROUND
C15978,Vector Freight,INV-1POL2BD,2024-11-05,4980.98,GROUND
C20405,Initech Supply,INV-1PVQNG9,2025-12-13,19026.02,EXPRESS
C63096,Initech Freight,INV-1PZ6M84,2025-08-20,4795.36,GROUND
C10456,Blue Partners,INV-1PZJ3NH,2024-04-12,4790.48,GROUND
C43677,Apex Group,INV-1Q6I1T0,2024-06-29,7700.24,EXPRESS
C02145,Zenith Supply,INV-1Q74SFX,2025-01-08,11381.71,EXPRESS
C83948,Wayne Holdings,INV-1Q7P1N7,2024-01-22,10208.75,EXPRESS
C83350,Stark Group,INV-1Q9KALG,2025-03-08,14731.43,FREIGHT
C98672,Stark Freight,INV-1QFWTMS,2025-11-18,3470.13,GROUND
C93089,Blue Supply,INV-1QPSV9S,2024-10-16,6106.33,EXPRESS
C77726,Nimbus Holdings,INV-1QRFVX3,2025-06-15,1595.8,GROUND
C10456,Blue Partners,INV-1QS55VS,2024-04-28,1877.37,GROUND
C10456,Blue Partners,INV-1R1EV5T,2024-03-14,2309.89,2DAY
C64279,Green Logistics,INV-1R64DVG,2024-11-26,7713.63,EXPRESS
C24911,Quantum Freight,INV-1RA3SG1,2024-10-18,3606.53,GROUND
C87356,Zenith Logistics,INV-1RATOJU,2024-11-27,4951.13,GROUND
C99892,Wayne Freight,INV-1RFLXLP,2024-03-17,16672.79,EXPRESS
C94736,Red Logistics,INV-1RI1OVX,2025-05-08,2395.93,GROUND
C77577,Zenith Holdings,INV-1RKHR99,2024-05-03,3832.5,GROUND
C57382,Vector Logistics,INV-1ROX55E,2024-02-17,13957.97,EXPRESS
C82971,Massive Co,INV-1RP9E4J,2025-05-23,4499.7,GROUND
C77726,Nimbus Holdings,INV-1RQ6FG7,2025-06-08,15393.64,EXPRESS
C17172,Apex Freight,INV-1RRXLQG,2024-09-01,4252.84,GROUND
C91097,Tyrell Freight,INV-1RWPQQJ,2024-03-10,2296.32,GROUND
C97785,Massive Supply,INV-1S0Y6NN,2025-07-24,7912.49,2DAY
C81739,Massive Partners,INV-1SB4NCX,2025-02-25,1422.4,GROUND
C25055,Stark Partners,INV-1SGWJBZ,2025-01-07,1207.68,GROUND
C24911,Quantum Freight,INV-1SI39BT,2025-03-17,1785.64,GROUND
C92842,Tyrell Industries,INV-1SP162J,2024-04-01,4055.85,GROUND
C63096,Initech Freight,INV-1SSKEJJ,2024-12-26,8178.25,2DAY
C16655,Hooli Co,INV-1SV5HD3,2024-12-10,3686.28,GROUND
C14175,Wayne Group,INV-1SWS61S,2024-05-14,9147.46,2DAY
C33266,Hooli Enterprises,INV-1SY93L6,2025-07-13,7018.88,2DAY
C14175,Wayne Group,INV-1T3LQXK,2024-02-21,1982.14,GROUND
C99892,Wayne Freight,INV-1T6GXCO,2025-06-19,5192.18,GROUND
C98399,Wayne Group,INV-1TB6B0L,2024-10-28,4534.8,GROUND
C17172,Apex Freight,INV-1TC8T9D,2024-02-19,3993.51,GROUND
C10456,Blue Partners,INV-1TD9SHY,2025-01-05,4957.9,2DAY
C43677,Apex Group,INV-1TFQSXJ,2024-02-09,3565.52,GROUND
C83350,Stark Group,INV-1U28H0G,2024-11-29,16455.21,EXPRESS
C81739,Massive Partners,INV-1U312FD,2024-07-28,44676.88,FREIGHT
C60889,Wonka Llc,INV-1U550KA,2024-04-06,6060.27,2DAY
C15978,Vector Freight,INV-1UHWG69,2024-10-14,15956.27,EXPRESS
C21531,Green Llc,INV-1UIGTPB,2025-10-26,1679.72,GROUND
C64279,Green Logistics,INV-1UXJSF5,2025-02-10,10316.0,2DAY
C14637,Hooli Supply,INV-1UZED9M,2024-05-06,4553.08,GROUND
C98672,Stark Freight,INV-1V14N9I,2025-06-02,9831.39,2DAY
C93089,Blue Supply,INV-1V6ID62,2024-02-20,17266.53,FREIGHT
C97785,Massive Supply,INV-1V6YOBK,2024-05-06,10545.92,EXPRESS
C92842,Tyrell Industries,INV-1V9JK44,2024-07-09,1424.77,GROUND
C94736,Red Logistics,INV-1VB9CXU,2025-07-13,49469.86,FREIGHT
C64279,Green Logistics,INV-1VFS22M,2024-08-29,2881.84,GROUND
C70464,Hooli Supply,INV-1VGQU2G,2024-07-27,22031.17,FREIGHT
C08929,Nimbus Industries,INV-1VINGL9,2024-11-06,2808.49,GROUND
C77726,Nimbus Holdings,INV-1VP7M1Z,2025-03-09,52802.64,FREIGHT
C63096,Initech Freight,INV-1VS5KH3,2024-07-29,4182.4,GROUND
C16655,Hooli Co,INV-1WFV2RY,2024-05-03,4694.09,GROUND
C20405,Initech Supply,INV-1WHPEPU,2024-08-09,4958.23,GROUND
C21531,Green Llc,INV-1WOE7UR,2024-10-02,5895.94,2DAY
C99808,Blue Co,INV-1WSIYEV,2025-05-29,4001.36,GROUND
C57382,Vector Logistics,INV-1X3WVLI,2025-11-18,3698.88,2DAY
C16180,Blue Enterprises,INV-1X4IJLT,2025-05-19,14255.76,FREIGHT
C47375,Vertex Partners,INV-1X50ZM3,2024-03-15,1829.5,GROUND
C33266,Hooli Enterprises,INV-1XGZY5X,2024-10-03,1990.74,GROUND
C28306,Tyrell Llc,INV-1XIQN2M,2024-11-27,5481.53,EXPRESS
C86178,Massive Co,INV-1XL3BA1,2024-07-18,4518.57,GROUND
C70464,Hooli Supply,INV-1XS9J2T,2025-10-22,1551.66,GROUND
C49018,Green Freight,INV-1XTXL8N,2024-05-02,4547.02,GROUND
C20405,Initech Supply,INV-1XUQILP,2025-05-23,5413.08,2DAY
C60889,Wonka Llc,INV-1Y0EVE9,2025-05-28,18786.02,EXPRESS
C63250,Vertex Supply,INV-1YTUAUX,2025-08-16,11557.29,EXPRESS
C47375,Vertex Partners,INV-1YUI6D1,2025-12-27,43181.11,FREIGHT
C93089,Blue Supply,INV-1YVYMVZ,2024-05-21,8011.77,2DAY
C84879,Umbrella Partners,INV-1ZEW8QN,2025-09-13,3592.91,GROUND
C92842,Tyrell Industries,INV-1ZF15Y3,2025-10-01,4377.72,GROUND
C81739,Massive Partners,INV-1ZFJ4R7,2025-08-30,5248.61,GROUND
C17172,Apex Freight,INV-1ZKPR8D,2025-03-17,6653.98,2DAY
C97125,Blue Industries,INV-1ZL7AR6,2024-02-20,1224.57,GROUND
C78191,Quantum Enterprises,INV-1ZP29M5,2024-02-29,3937.01,GROUND
C81739,Massive Partners,INV-1ZQW16Z,2024-06-16,4571.65,GROUND
C02145,Zenith Supply,INV-1ZWERDE,2024-07-01,4419.5,GROUND
C94929,Green Co,INV-200O4KC,2025-06-10,4026.02,GROUND
C94736,Red Logistics,INV-204L1YJ,2025-04-10,3651.38,GROUND
C84879,Umbrella Partners,INV-207VDYB,2024-11-08,2895.75,2DAY
C08929,Nimbus Industries,INV-209I98P,2025-05-04,19292.1,EXPRESS
C64279,Green Logistics,INV-20F8XJG,2025-11-29,4541.93,GROUND
C24911,Quantum Freight,INV-20J0Q1P,2024-06-20,12744.2,EXPRESS
C94929,Green Co,INV-20JSQNG,2024-06-16,4666.89,GROUND
C15978,Vector Freight,INV-20T3JZ8,2024-08-29,12402.06,EXPRESS
C34523,Stark Enterprises,INV-20Z8F4U,2024-07-03,12382.53,EXPRESS
C83948,Wayne Holdings,INV-217CHZP,2025-08-10,4612.25,GROUND
C49018,Green Freight,INV-21AC5RA,2024-11-06,2525.16,GROUND
C16180,Blue Enterprises,INV-21BM7ZW,2025-07-04,3487.46,GROUND
C97125,Blue Industries,INV-21J9LJY,2024-09-30,3222.49,GROUND
C99892,Wayne Freight,INV-21KGEQP,2025-11-07,2707.93,GROUND
C22659,Tyrell Partners,INV-220Q67V,2025-10-04,15147.25,EXPRESS
C94736,Red Logistics,INV-225D3FZ,2024-05-19,4570.3,GROUND
C73720,Massive Llc,INV-226E4BG,2024-07-07,4689.61,GROUND
C16655,Hooli Co,INV-229SYG5,2025-07-29,1909.72,GROUND
C80551,Vertex Partners,INV-22CVK4M,2024-09-22,1713.99,GROUND
C98672,Stark Freight,INV-22ESD2K,2024-01-28,8118.38,2DAY
C97125,Blue Industries,INV-22JVH6P,2024-12-14,6664.3,EXPRESS
C97125,Blue Industries,INV-22P53JY,2025-08-07,3607.48,GROUND
C03366,Umbrella Industries,INV-22QFUPO,2025-04-27,1907.71,GROUND
C47375,Vertex Partners,INV-22XGK8T,2024-02-04,47681.56,FREIGHT
C77577,Zenith Holdings,INV-22ZJJRM,2025-02-15,4629.99,GROUND
C47375,Vertex Partners,INV-23FRB2F,2024-12-05,2990.07,GROUND
C09581,Wonka Supply,INV-23OU0RD,2024-08-10,5471.4,GROUND
C43677,Apex Group,INV-23QC3V3,2024-01-15,11909.08,EXPRESS
C99808,Blue Co,INV-23QTBAT,2025-01-04,2245.01,GROUND
C78191,Quantum Enterprises,INV-24EKSJB,2024-02-02,1961.07,GROUND
C47375,Vertex Partners,INV-24O2RNF,2024-08-20,8667.37,2DAY
C63250,Vertex Supply,INV-24Q43FU,2025-12-23,10108.45,EXPRESS
C17172,Apex Freight,INV-24RSF6H,2024-08-05,1810.94,GROUND
C63096,Initech Freight,INV-24YQI1Y,2025-06-02,1178.36,GROUND
C17754,Vector Co,INV-2518P6J,2024-12-31,5155.92,GROUND
C22659,Tyrell Partners,INV-2565BWV,2025-03-16,1326.81,GROUND
C10456,Blue Partners,INV-257H45W,2024-04-21,13566.18,EXPRESS
C77577,Zenith Holdings,INV-258PVA5,2024-01-06,3413.67,GROUND
C63250,Vertex Supply,INV-25E3KCO,2025-03-23,8988.84,2DAY
C64279,Green Logistics,INV-25HISK7,2024-03-07,17067.88,EXPRESS
C02145,Zenith Supply,INV-25I5TAO,2025-10-25,11922.22,FREIGHT
C57382,Vector Logistics,INV-25I6ODG,2024-07-19,1284.15,GROUND
C63096,Initech Freight,INV-25JMRZU,2025-12-19,2163.93,GROUND
C16655,Hooli Co,INV-25NC1ZF,2025-09-11,14586.88,FREIGHT
C15978,Vector Freight,INV-25NIUUZ,2024-12-18,3782.4,GROUND
C83350,Stark Group,INV-25TG0N9,2025-09-23,17167.17,EXPRESS
C94929,Green Co,INV-25TUK7N,2024-08-22,1122.43,GROUND
C99892,Wayne Freight,INV-25Z5I25,2024-11-02,5324.97,GROUND
C86178,Massive Co,INV-263WO7H,2025-10-12,9901.14,2DAY
C98399,Wayne Group,INV-265DNHQ,2025-04-23,3371.31,GROUND
C47375,Vertex Partners,INV-267QPYC,2024-11-15,3231.24,GROUND
C15499,Zenith Holdings,INV-268VT7V,2025-03-06,2994.99,GROUND
C63096,Initech Freight,INV-26CZQJA,2024-12-12,4889.23,2DAY
C21531,Green Llc,INV-26T07U8,2025-02-13,12775.41,EXPRESS
C86029,Acme Industries,INV-26URJP2,2024-03-04,10363.46,EXPRESS
C14175,Wayne Group,INV-26Z28MU,2024-07-16,19276.1,EXPRESS
C70464,Hooli Supply,INV-274XI0N,2024-04-09,2943.45,GROUND
