inv_no,customer_key,inv_dt,subtotal,tax,total,curr,ship_type
INV-9IS35VG,C16655,03/01/2025,4891.63,0.0,4891.63,USD,GROUND
INV-ER27090,C87356,06/16/2024,11213.25,0.0,11213.25,USD,EXPRESS
INV-0P4LOAC,C34523,01/29/2025,19017.83,1521.43,20539.26,USD,EXPRESS
INV-YBRRQUL,C09581,02/13/2024,9225.53,0.0,9225.53,USD,2DAY
INV-A85OK2Z,C93089,07/21/2025,1154.91,115.49,1270.4,USD,GROUND
INV-UYBHYGA,C14175,04/03/2024,1738.26,139.06,1877.32,USD,GROUND
INV-2MAX09K,C51553,11/22/2025,42047.89,0.0,42047.89,USD,FREIGHT
INV-6OW5TBA,C16180,06/23/2025,17793.5,889.68,18683.18,USD,EXPRESS
INV-IAF1WP7,C73720,10/06/2024,13647.28,0.0,13647.28,USD,EXPRESS
INV-CF9Q5GN,C02145,08/24/2025,4667.45,233.37,4900.82,USD,GROUND
INV-1WOE7UR,C21531,10/02/2024,5615.18,280.76,5895.94,USD,2DAY
INV-DFDRCA5,C73720,10/07/2025,1151.42,57.57,1208.99,USD,GROUND
INV-5T3F8H4,C78191,11/14/2025,32997.97,2639.84,35637.81,USD,FREIGHT
INV-EU0D6SO,C22659,07/01/2024,3527.15,176.36,3703.51,USD,GROUND
INV-VBLJQH4,C56067,10/25/2025,6795.12,543.61,7338.73,USD,EXPRESS
INV-VSIZCXG,C93089,08/03/2025,12510.67,625.53,13136.2,USD,EXPRESS
INV-QL55BIS,C97785,03/08/2024,4878.4,487.84,5366.24,USD,GROUND
INV-PPS6KGI,C17172,03/10/2024,4007.57,0.0,4007.57,USD,GROUND
INV-Q33L987,C16655,07/12/2024,1532.92,76.65,1609.57,USD,GROUND
INV-2RFVFRA,C63250,06/18/2025,24468.88,0.0,24468.88,USD,FREIGHT
INV-MWWO808,C77726,02/09/2024,8967.82,448.39,9416.21,USD,2DAY
INV-ZWDAVK2,C72495,03/08/2025,4906.11,392.49,5298.6,USD,GROUND
INV-36YVUV0,C11386,07/09/2024,7602.41,0.0,7602.41,USD,EXPRESS
INV-TEJBOFD,C87356,10/27/2025,1858.39,185.84,2044.23,USD,GROUND
INV-BSJ6S9M,C33266,05/09/2025,3085.65,246.85,3332.5,USD,2DAY
INV-NU045UA,C28306,12/01/2025,4191.32,335.31,4526.63,USD,GROUND
INV-EC9RXIK,C77577,07/15/2025,5683.52,284.18,5967.7,USD,2DAY
INV-ZSB6GKI,C14175,01/01/2024,16698.89,1335.91,18034.8,USD,EXPRESS
INV-6K3LFIE,C91097,10/05/2025,2581.08,258.11,2839.19,USD,GROUND
INV-EOOQR9H,C83948,12/30/2024,11568.64,1156.86,12725.5,USD,FREIGHT
INV-NF7Q3K3,C92842,12/11/2024,10046.8,803.74,10850.54,USD,FREIGHT
INV-A1VJ0XU,C47375,01/13/2025,7421.81,593.74,8015.55,USD,2DAY
INV-1AR0MSU,C82971,05/12/2024,1219.9,0.0,1219.9,USD,GROUND
INV-5PC52W1,C99892,01/05/2024,1530.71,76.54,1607.25,USD,GROUND
INV-7A8BQNG,C20405,07/15/2025,4565.31,365.22,4930.53,USD,GROUND
INV-I7C8TC9,C22659,10/25/2025,3438.71,275.1,3713.81,USD,GROUND
INV-DSWJQZ6,C29210,07/26/2025,12778.98,1277.9,14056.88,USD,FREIGHT
INV-C1R5X86,C72495,11/29/2024,16781.87,1678.19,18460.06,USD,EXPRESS
INV-NZQC6LA,C03366,07/15/2024,2474.79,197.98,2672.77,USD,GROUND
INV-K3CMEN5,C94929,03/05/2024,1792.31,89.62,1881.93,USD,GROUND
INV-PUJH5EN,C87356,02/01/2025,4494.77,0.0,4494.77,USD,2DAY
INV-OD7UBCM,C03366,12/02/2024,28715.74,1435.79,30151.53,USD,FREIGHT
INV-PVLHCIN,C70464,11/15/2025,19330.51,1933.05,21263.56,USD,EXPRESS
INV-9B5MLYS,C33266,06/13/2024,2712.3,135.62,2847.92,USD,GROUND
INV-42T41FE,C83350,05/20/2024,6927.71,346.39,7274.1,USD,2DAY
INV-LW5GYCD,C24911,03/19/2025,1813.19,0.0,1813.19,USD,GROUND
INV-YH6TC8E,C16180,08/08/2024,1770.49,177.05,1947.54,USD,GROUND
INV-XJS3DRJ,C94736,03/29/2025,1630.1,0.0,1630.1,USD,GROUND
INV-2NE4GW7,C99808,02/15/2024,9876.38,493.82,10370.2,USD,2DAY
INV-FFAPXNN,C33266,01/09/2025,4422.48,221.12,4643.6,USD,GROUND
INV-2L60FE4,C98399,02/23/2025,2259.7,225.97,2485.67,USD,GROUND
INV-ACAIZR5,C94929,01/04/2025,2821.95,0.0,2821.95,USD,GROUND
INV-Z6I3RYZ,C78191,10/21/2024,2561.08,256.11,2817.19,USD,GROUND
INV-XWFI4HQ,C28306,06/20/2025,3601.69,288.14,3889.83,USD,GROUND
INV-4O5E59P,C28306,08/02/2024,1026.67,82.13,1108.8,USD,GROUND
INV-NO5GY90,C80551,09/02/2025,2999.7,149.98,3149.68,USD,GROUND
INV-6518BHK,C03366,09/25/2024,8305.01,415.25,8720.26,USD,EXPRESS
INV-TVEMBKL,C11386,03/07/2025,3265.74,261.26,3527.0,USD,GROUND
INV-8DT11OA,C11386,07/08/2024,49653.91,4965.39,54619.3,USD,FREIGHT
INV-MVAAOQH,C97785,11/27/2025,49473.65,0.0,49473.65,USD,FREIGHT
INV-7M70M9G,C35443,12/05/2025,3970.67,198.53,4169.2,USD,GROUND
INV-MLD9GH3,C43677,04/17/2025,3052.6,152.63,3205.23,USD,GROUND
INV-C9E9OFP,C94929,06/27/2025,4139.96,331.2,4471.16,USD,2DAY
INV-E7YLJH9,C93089,06/06/2025,4766.04,476.6,5242.64,USD,2DAY
INV-OVVQ7PU,C10456,10/31/2024,5378.45,430.28,5808.73,USD,2DAY
INV-WC43P4D,C20405,02/14/2025,14572.09,728.6,15300.69,USD,EXPRESS
INV-AQGFRTL,C70464,03/05/2025,18800.62,0.0,18800.62,USD,EXPRESS
INV-1A37KRU,C84879,05/03/2024,4507.47,360.6,4868.07,USD,GROUND
INV-5LG0DCN,C84879,07/06/2024,41179.34,2058.97,43238.31,USD,FREIGHT
INV-K2M0LJJ,C94929,01/28/2024,3360.4,168.02,3528.42,USD,GROUND
INV-Z59O5VA,C14175,05/28/2025,2577.53,206.2,2783.73,USD,2DAY
INV-YLAYDA1,C94929,05/02/2025,1291.48,0.0,1291.48,USD,GROUND
INV-RLV26RZ,C29210,07/23/2025,27769.8,1388.49,29158.29,USD,FREIGHT
INV-C3MEBXL,C02145,04/22/2025,8947.82,715.83,9663.65,USD,2DAY
INV-6YV2SB9,C64279,01/16/2024,5747.29,287.36,6034.65,USD,2DAY
INV-XIGYHJX,C78191,08/05/2025,1319.79,131.98,1451.77,USD,GROUND
INV-35PSFYY,C16655,08/07/2024,6207.15,620.72,6827.87,USD,EXPRESS
INV-3DT3ZYE,C87356,05/14/2024,13690.36,1095.23,14785.59,USD,EXPRESS
INV-D3G9CWE,C28306,01/26/2024,13386.39,669.32,14055.71,USD,EXPRESS
INV-LB33IWD,C77577,01/11/2025,8767.63,438.38,9206.01,USD,EXPRESS
INV-AQH6Z0J,C98672,06/25/2024,8582.94,429.15,9012.09,USD,EXPRESS
INV-SJ98E3P,C98672,09/18/2025,3580.5,358.05,3938.55,USD,GROUND
INV-RCWBYZ9,C94736,03/10/2024,3374.85,168.74,3543.59,USD,GROUND
INV-FFI7DBW,C86178,01/29/2025,3122.51,249.8,3372.31,USD,GROUND
INV-RG9EM7X,C17754,08/31/2024,15026.8,751.34,15778.14,USD,EXPRESS
INV-BU2L0ZY,C56067,04/25/2025,9769.53,781.56,10551.09,USD,EXPRESS
INV-DFT9PM5,C82971,01/29/2025,21369.27,0.0,21369.27,USD,FREIGHT
INV-M2HMWIQ,C94736,03/20/2025,2509.48,0.0,2509.48,USD,GROUND
INV-JFZTKAX,C57382,01/10/2024,8922.16,892.22,9814.38,USD,2DAY
INV-XZHV35L,C83350,06/04/2025,49898.56,0.0,49898.56,USD,FREIGHT
INV-AEISXGQ,C97125,06/28/2025,1608.58,80.43,1689.01,USD,GROUND
INV-GBT1QOA,C15978,09/10/2024,18793.64,1879.36,20673.0,USD,EXPRESS
INV-7L6B9QP,C10456,01/29/2025,3115.66,0.0,3115.66,USD,GROUND
INV-MM6AA0K,C47375,11/27/2025,2888.9,288.89,3177.79,USD,GROUND
INV-JEIJ211,C16180,11/03/2024,13970.57,698.53,14669.1,USD,FREIGHT
INV-85M5UV1,C63096,05/06/2025,2079.47,207.95,2287.42,USD,GROUND
INV-8HMI0ZB,C03366,09/20/2024,14676.31,733.82,15410.13,USD,EXPRESS
INV-LYOQ1LJ,C15978,04/17/2025,4810.55,384.84,5195.39,USD,GROUND
INV-5MKPLTO,C73720,11/30/2025,7575.76,0.0,7575.76,USD,EXPRESS
INV-AZKZ6RL,C64279,05/02/2024,3897.81,194.89,4092.7,USD,GROUND
INV-3T7CEU9,C83350,02/15/2025,6702.04,536.16,7238.2,USD,2DAY
INV-IU47KUK,C98672,06/29/2024,4755.1,0.0,4755.1,USD,GROUND
INV-RCI2WDN,C63250,11/22/2025,3935.89,0.0,3935.89,USD,2DAY
INV-AYMT12W,C35443,05/15/2024,1862.4,93.12,1955.52,USD,GROUND
INV-LPGSA2R,C99808,11/28/2024,2899.57,231.97,3131.54,USD,GROUND
INV-3QX64VN,C80551,05/31/2025,5295.31,423.62,5718.93,USD,2DAY
INV-F2P709W,C15978,04/23/2024,15406.08,1232.49,16638.57,USD,FREIGHT
INV-95FXKPR,C15978,10/14/2025,9431.04,943.1,10374.14,USD,2DAY
INV-2UWIN4E,C97125,12/25/2024,1943.53,155.48,2099.01,USD,GROUND
INV-O559VAK,C99808,07/21/2025,2349.52,234.95,2584.47,USD,GROUND
INV-DT6F8AD,C86029,02/02/2024,3869.34,193.47,4062.81,USD,2DAY
INV-UEX6Y8U,C17172,12/29/2025,17280.28,1382.42,18662.7,USD,EXPRESS
INV-Q7FQHLS,C51553,10/27/2024,10761.91,0.0,10761.91,USD,EXPRESS
INV-QVE6H2G,C10456,07/19/2025,1400.24,70.01,1470.25,USD,GROUND
INV-P26ENRV,C35443,01/15/2024,6473.46,647.35,7120.81,USD,2DAY
INV-1NZOWD1,C34523,08/14/2025,9744.57,0.0,9744.57,USD,2DAY
INV-UZ2UVK7,C86178,06/17/2024,15777.58,1262.21,17039.79,USD,EXPRESS
INV-GBXIXQP,C63250,03/01/2024,6095.68,304.78,6400.46,USD,2DAY
INV-0K5NQJI,C56067,12/27/2025,3067.93,153.4,3221.33,USD,GROUND
INV-BJH96IZ,C25055,01/30/2024,14171.64,0.0,14171.64,USD,EXPRESS
INV-28EEJ3A,C63096,07/06/2024,3723.33,297.87,4021.2,USD,GROUND
INV-XUMD4BO,C97785,03/09/2025,4990.57,249.53,5240.1,USD,GROUND
INV-GH9RETG,C77577,03/19/2025,49288.76,3943.1,53231.86,USD,FREIGHT
INV-GJ30IL1,C49018,01/09/2025,1864.35,0.0,1864.35,USD,GROUND
INV-C1EZMFF,C63096,09/18/2025,14481.13,0.0,14481.13,USD,EXPRESS
INV-ZL3ITDH,C97125,10/27/2024,4687.84,0.0,4687.84,USD,2DAY
INV-FKUL1F8,C99892,05/08/2024,13778.03,1377.8,15155.83,USD,EXPRESS
INV-PIQ78UM,C49018,03/24/2024,10356.56,517.83,10874.39,USD,EXPRESS
INV-TL2T7EI,C82971,10/28/2024,19388.77,969.44,20358.21,USD,EXPRESS
INV-GCCU8BD,C87356,01/08/2025,4012.7,200.63,4213.33,USD,GROUND
INV-8JAM7X4,C24911,07/24/2025,11498.76,0.0,11498.76,USD,EXPRESS
INV-6EVJSGL,C81739,02/25/2024,37425.41,3742.54,41167.95,USD,FREIGHT
INV-3Y9LEQZ,C77577,03/27/2025,6653.89,0.0,6653.89,USD,2DAY
INV-5I87SHO,C25055,12/13/2025,4483.38,0.0,4483.38,USD,GROUND
INV-BH4NWMK,C84879,07/14/2024,1450.58,0.0,1450.58,USD,GROUND
INV-TD5VXV5,C81739,08/21/2025,3471.89,173.59,3645.48,USD,GROUND
INV-YPLVN1O,C63250,01/02/2025,5482.75,0.0,5482.75,USD,2DAY
INV-30PNOHQ,C02145,01/01/2025,4633.3,370.66,5003.96,USD,GROUND
INV-X9ASYTB,C60889,04/26/2024,2706.82,0.0,2706.82,USD,GROUND
INV-26T07U8,C21531,02/13/2025,12775.41,0.0,12775.41,USD,EXPRESS
INV-TGQBXL1,C24911,06/06/2025,4386.88,0.0,4386.88,USD,2DAY
INV-N03WYPE,C17172,12/02/2025,2235.75,0.0,2235.75,USD,GROUND
INV-HPH603A,C63096,02/12/2025,1364.9,0.0,1364.9,USD,GROUND
INV-6FVET0N,C99892,11/19/2024,41120.29,4112.03,45232.32,USD,FREIGHT
INV-JLXLCGQ,C73720,10/24/2024,1883.53,188.35,2071.88,USD,GROUND
INV-BV00NBW,C98399,11/29/2025,4152.12,415.21,4567.33,USD,GROUND
INV-DNKNJ03,C47375,06/19/2025,4601.35,230.07,4831.42,USD,GROUND
INV-29S9A25,C10456,01/15/2025,4391.67,0.0,4391.67,USD,GROUND
INV-H3KE28L,C94929,04/15/2025,2420.17,193.61,2613.78,USD,GROUND
INV-0SPB6YN,C33266,03/18/2024,4387.61,219.38,4606.99,USD,GROUND
INV-OGJ9SCW,C16655,11/28/2024,6849.07,342.45,7191.52,USD,EXPRESS
INV-K9PLPY1,C16180,06/09/2025,4906.07,0.0,4906.07,USD,GROUND
INV-ND3I2XX,C80551,09/16/2025,6622.95,662.3,7285.25,USD,2DAY
INV-NP8YQU2,C17172,08/11/2025,4716.47,377.32,5093.79,USD,GROUND
INV-43R2XNH,C83350,05/08/2025,4662.27,233.11,4895.38,USD,GROUND
INV-M49X6OE,C16655,06/24/2025,1695.9,0.0,1695.9,USD,GROUND
INV-DA2DB21,C17172,04/04/2025,4176.85,417.69,4594.54,USD,2DAY
INV-VESMFYU,C33266,04/07/2025,7287.1,582.97,7870.07,USD,EXPRESS
INV-34O449N,C16180,08/11/2024,2090.26,104.51,2194.77,USD,GROUND
INV-F7HMT32,C16655,01/17/2024,17444.73,0.0,17444.73,USD,EXPRESS
INV-PM86U0O,C91097,02/25/2024,3395.94,169.8,3565.74,USD,GROUND
INV-LD0P1LK,C43677,07/09/2024,6942.35,347.12,7289.47,USD,EXPRESS
INV-RNVGFY2,C78191,09/04/2025,15212.38,1216.99,16429.37,USD,EXPRESS
INV-KKGUI2L,C84879,09/15/2024,4732.19,236.61,4968.8,USD,GROUND
INV-87H15EW,C29210,05/02/2024,15941.36,1275.31,17216.67,USD,EXPRESS
INV-41S28EC,C81739,06/23/2024,10488.91,0.0,10488.91,USD,FREIGHT
INV-IZ3FBRE,C99892,01/18/2025,2690.22,134.51,2824.73,USD,2DAY
INV-MINAC7P,C97785,05/31/2024,3120.18,0.0,3120.18,USD,GROUND
INV-A0PX9WG,C64279,03/31/2024,4147.11,0.0,4147.11,USD,GROUND
INV-SO0VMZ1,C22659,12/06/2025,17520.64,1401.65,18922.29,USD,FREIGHT
INV-6TE4W04,C93089,07/08/2025,1444.01,115.52,1559.53,USD,GROUND
INV-KD3H84A,C49018,02/05/2024,30715.89,0.0,30715.89,USD,FREIGHT
INV-KZIV8HY,C22659,03/05/2025,4767.36,381.39,5148.75,USD,2DAY
INV-2CD6KR2,C28306,02/28/2025,1835.84,146.87,1982.71,USD,GROUND
INV-AOO511T,C83350,09/16/2025,3163.88,0.0,3163.88,USD,GROUND
INV-H4MYPR0,C87356,11/18/2024,2170.24,217.02,2387.26,USD,GROUND
INV-ZJGJDWT,C24911,01/31/2024,2540.51,0.0,2540.51,USD,GROUND
INV-RHUJBJQ,C77726,11/27/2024,11883.44,1188.34,13071.78,USD,FREIGHT
INV-93U4O7C,C98399,04/02/2024,8416.85,841.69,9258.54,USD,2DAY
INV-O395D40,C98672,09/05/2024,16787.16,1342.97,18130.13,USD,EXPRESS
INV-9E4Y0XN,C99808,11/23/2025,1176.96,94.16,1271.12,USD,GROUND
INV-0H2HSHS,C29210,08/10/2024,9775.69,0.0,9775.69,USD,2DAY
INV-9HPORDE,C94736,07/31/2024,2814.39,140.72,2955.11,USD,GROUND
INV-T8GE379,C70464,08/22/2024,8638.44,431.92,9070.36,USD,EXPRESS
INV-C84KMOQ,C97125,11/04/2025,15877.14,1587.71,17464.85,USD,EXPRESS
INV-M6MPPT2,C87356,05/15/2024,3550.62,0.0,3550.62,USD,2DAY
INV-5PUKV8Q,C47375,03/18/2025,6012.43,480.99,6493.42,USD,EXPRESS
INV-C7SUSK3,C83948,06/27/2025,1021.56,102.16,1123.72,USD,GROUND
INV-3UG30FL,C80551,10/25/2025,18053.11,1805.31,19858.42,USD,EXPRESS
INV-TANZTXW,C15499,01/11/2025,1304.62,104.37,1408.99,USD,GROUND
INV-DCLLL20,C51553,06/05/2025,1709.35,136.75,1846.1,USD,GROUND
INV-TS0YCVY,C82971,01/08/2025,14072.32,1125.79,15198.11,USD,EXPRESS
INV-TIK2UOE,C11386,05/04/2025,4740.78,474.08,5214.86,USD,2DAY
INV-4UC0AA3,C81739,06/05/2025,2720.42,136.02,2856.44,USD,GROUND
INV-VO4FINZ,C94736,12/30/2024,18588.67,0.0,18588.67,USD,EXPRESS
INV-KXKWGJK,C11386,10/25/2024,2298.96,183.92,2482.88,USD,2DAY
INV-AG9Q1KJ,C99808,03/12/2025,2849.62,227.97,3077.59,USD,GROUND
INV-G91BLH1,C20405,12/03/2024,14727.5,1178.2,15905.7,USD,EXPRESS
INV-XA9L687,C57382,08/07/2025,4080.88,408.09,4488.97,USD,2DAY
INV-CYHGO0M,C47375,01/31/2024,11373.57,568.68,11942.25,USD,EXPRESS
INV-BLU50TA,C08929,11/08/2024,21377.06,1710.16,23087.22,USD,FREIGHT
INV-VQ8GENL,C57382,03/18/2025,6001.88,480.15,6482.03,USD,2DAY
INV-2H0KP18,C21531,05/13/2025,2559.84,0.0,2559.84,USD,GROUND
INV-BMTWDQW,C80551,09/01/2024,4048.48,404.85,4453.33,USD,GROUND
INV-COVJN05,C99808,11/07/2024,3931.48,314.52,4246.0,USD,GROUND
INV-Z7XJFTO,C15978,10/11/2024,1211.67,0.0,1211.67,USD,GROUND
INV-00O80TI,C20405,04/02/2025,8217.73,410.89,8628.62,USD,2DAY
INV-SYWSTL0,C94736,11/01/2025,4736.98,0.0,4736.98,USD,GROUND
INV-GWMZ4F9,C34523,12/11/2024,9688.72,484.44,10173.16,USD,EXPRESS
INV-AR5SSFU,C63096,04/15/2024,45336.22,2266.81,47603.03,USD,FREIGHT
INV-KE9ULUB,C84879,07/27/2024,2825.13,282.51,3107.64,USD,2DAY
INV-WT2AVCO,C72495,04/15/2024,12919.86,1291.99,14211.85,USD,EXPRESS
INV-K13ABDZ,C20405,01/12/2025,7978.56,0.0,7978.56,USD,EXPRESS
INV-FHT1YMA,C83350,11/09/2024,10504.56,1050.46,11555.02,USD,FREIGHT
INV-T1SGRW5,C81739,05/01/2024,2242.54,224.25,2466.79,USD,GROUND
INV-VAK0C0Y,C87356,06/23/2024,3253.13,260.25,3513.38,USD,GROUND
INV-QI64O5J,C47375,11/15/2024,44757.94,0.0,44757.94,USD,FREIGHT
INV-OJXS9VR,C83948,03/07/2024,4549.69,227.48,4777.17,USD,GROUND
INV-Y1OIWAQ,C77726,09/04/2024,3206.45,160.32,3366.77,USD,GROUND
INV-E6XKDJS,C60889,05/03/2024,2112.63,211.26,2323.89,USD,GROUND
INV-EFDG1BC,C14175,11/14/2024,2083.51,208.35,2291.86,USD,GROUND
INV-DVG267W,C17172,07/10/2024,3482.08,348.21,3830.29,USD,GROUND
INV-82WOO4N,C78191,05/11/2025,3301.27,264.1,3565.37,USD,2DAY
INV-VIE0LV3,C83350,06/24/2024,33765.4,1688.27,35453.67,USD,FREIGHT
INV-9CBDUE0,C35443,11/17/2025,1572.07,125.77,1697.84,USD,GROUND
INV-5UC6QLJ,C77726,01/06/2025,3009.61,240.77,3250.38,USD,2DAY
INV-I813DPC,C14637,09/02/2024,2469.95,123.5,2593.45,USD,2DAY
INV-VY37G3T,C86178,11/28/2025,3409.75,0.0,3409.75,USD,GROUND
INV-H1G7MXT,C47375,10/08/2024,14494.7,724.74,15219.44,USD,FREIGHT
INV-22ESD2K,C98672,01/28/2024,8118.38,0.0,8118.38,USD,2DAY
INV-SM7G4X7,C57382,12/05/2024,11620.48,0.0,11620.48,USD,EXPRESS
INV-PFGH0NY,C94736,03/28/2025,1292.81,64.64,1357.45,USD,GROUND
INV-2AIB8X0,C20405,07/16/2025,4499.72,449.97,4949.69,USD,GROUND
INV-7BLTEYE,C72495,10/07/2025,11652.59,1165.26,12817.85,USD,EXPRESS
INV-79C1ANX,C93089,11/10/2024,4984.36,398.75,5383.11,USD,GROUND
INV-B79KADP,C99892,12/05/2025,2442.43,0.0,2442.43,USD,GROUND
INV-JBK1V77,C99892,07/17/2024,48214.86,3857.19,52072.05,USD,FREIGHT
INV-LM6TT6W,C83948,11/25/2024,1805.08,144.41,1949.49,USD,GROUND
INV-2TAILG8,C86178,09/07/2025,4166.11,333.29,4499.4,USD,GROUND
INV-O0QQ2Z9,C16655,10/19/2025,9617.4,480.87,10098.27,USD,2DAY
INV-X2EASNQ,C33266,06/13/2024,9845.94,492.3,10338.24,USD,EXPRESS
INV-WRBDD8P,C78191,11/16/2025,16248.91,1624.89,17873.8,USD,FREIGHT
INV-UYGY25R,C17754,09/11/2025,2491.88,249.19,2741.07,USD,2DAY
INV-9DI778U,C02145,03/01/2025,13739.53,1373.95,15113.48,USD,FREIGHT
INV-1407U1U,C43677,05/27/2024,2157.82,0.0,2157.82,USD,GROUND
INV-9DYYG2U,C94736,05/20/2024,1415.87,0.0,1415.87,USD,GROUND
INV-9TGC65G,C99892,09/19/2025,3529.79,0.0,3529.79,USD,GROUND
INV-ZGA5RZQ,C33266,03/02/2025,35995.52,0.0,35995.52,USD,FREIGHT
INV-TEJK1IP,C99808,12/21/2024,4960.75,396.86,5357.61,USD,GROUND
INV-95NVGO7,C08929,08/28/2025,3935.78,196.79,4132.57,USD,GROUND
INV-5TDNH1T,C80551,10/04/2024,4618.35,369.47,4987.82,USD,2DAY
INV-M0QA85X,C97785,01/05/2025,43296.83,4329.68,47626.51,USD,FREIGHT
INV-HRN1JMW,C29210,04/22/2025,12101.44,605.07,12706.51,USD,EXPRESS
INV-CGKZUNE,C47375,11/26/2025,1274.64,0.0,1274.64,USD,GROUND
INV-B50T3T4,C63250,04/30/2024,17207.95,860.4,18068.35,USD,FREIGHT
INV-JJHXIFN,C28306,01/18/2024,12792.26,1023.38,13815.64,USD,EXPRESS
INV-319H7LF,C57382,10/19/2024,14803.15,740.16,15543.31,USD,EXPRESS
INV-XJHAVVS,C77577,08/11/2025,17675.15,1414.01,19089.16,USD,FREIGHT
INV-9QXAYKK,C63250,08/14/2025,1734.98,173.5,1908.48,USD,GROUND
INV-21AC5RA,C49018,11/06/2024,2404.91,120.25,2525.16,USD,GROUND
INV-NNIFI3R,C28306,12/17/2025,1066.21,53.31,1119.52,USD,GROUND
INV-G5XOXPC,C83350,02/02/2025,5296.4,0.0,5296.4,USD,2DAY
INV-NLPO8OG,C99892,01/02/2025,43059.13,3444.73,46503.86,USD,FREIGHT
INV-BOF0DM9,C09581,08/31/2024,2786.09,278.61,3064.7,USD,GROUND
INV-5D440MC,C77577,02/07/2025,14001.61,0.0,14001.61,USD,EXPRESS
INV-K1XMT2F,C78191,02/17/2025,4650.82,465.08,5115.9,USD,GROUND
INV-5Y0U97Z,C08929,05/08/2024,3719.25,297.54,4016.79,USD,GROUND
INV-Y8NC481,C82971,02/15/2024,2647.97,211.84,2859.81,USD,GROUND
INV-NO29XDP,C92842,04/20/2024,6158.77,0.0,6158.77,USD,2DAY
INV-A72VPYG,C91097,07/21/2025,16690.99,0.0,16690.99,USD,EXPRESS
INV-V4UT02A,C02145,01/03/2025,7254.83,362.74,7617.57,USD,2DAY
INV-KNIA7AK,C77726,08/16/2025,6510.01,651.0,7161.01,USD,2DAY
INV-VMLWH0V,C57382,11/15/2025,4874.32,389.95,5264.27,USD,GROUND
INV-ILD935P,C33266,07/07/2024,11590.09,1159.01,12749.1,USD,EXPRESS
INV-FZ8Y7XN,C70464,09/26/2025,20740.89,2074.09,22814.98,USD,FREIGHT
INV-PP6Q2PH,C83948,10/30/2025,4941.34,395.31,5336.65,USD,GROUND
INV-AO40XIX,C11386,12/06/2025,3451.49,0.0,3451.49,USD,GROUND
INV-OUGDIHD,C63250,08/15/2025,14314.6,1431.46,15746.06,USD,EXPRESS
INV-U888LU6,C02145,11/04/2024,3686.97,184.35,3871.32,USD,GROUND
INV-H6PKVI5,C99892,09/16/2024,9869.48,493.47,10362.95,USD,2DAY
INV-CK5TS2Q,C14175,06/25/2025,1262.85,63.14,1325.99,USD,GROUND
INV-JFVO6NO,C03366,12/02/2025,1433.63,0.0,1433.63,USD,GROUND
INV-E3XFRVP,C33266,10/16/2025,10793.66,863.49,11657.15,USD,EXPRESS
INV-ULKTERV,C21531,07/09/2025,19125.24,1912.52,21037.76,USD,EXPRESS
INV-SOGP5MU,C11386,06/13/2024,5685.84,0.0,5685.84,USD,2DAY
INV-DHJ97VQ,C29210,05/22/2025,4911.82,491.18,5403.0,USD,GROUND
INV-0G06JSM,C97785,11/02/2024,3929.14,196.46,4125.6,USD,2DAY
INV-0GIX98E,C99808,07/30/2024,12935.25,1293.53,14228.78,USD,EXPRESS
INV-VN8PXT4,C64279,01/08/2024,8194.12,655.53,8849.65,USD,2DAY
INV-1L6BJOU,C17754,04/01/2024,3964.76,396.48,4361.24,USD,GROUND
INV-VFO7XMT,C83948,07/10/2025,2675.47,267.55,2943.02,USD,2DAY
INV-6G9DIE9,C16655,03/09/2024,2791.59,0.0,2791.59,USD,GROUND
INV-2SASJG4,C16655,08/22/2024,4225.25,422.53,4647.78,USD,GROUND
INV-5MATWCN,C15499,11/11/2025,3466.01,173.3,3639.31,USD,GROUND
INV-1AC9Z8I,C03366,08/10/2024,13228.19,1058.26,14286.45,USD,EXPRESS
INV-JLDNG5E,C64279,09/05/2025,4586.93,458.69,5045.62,USD,GROUND
INV-1362NJY,C77577,02/13/2025,4853.72,485.37,5339.09,USD,GROUND
INV-JMDMW4W,C16655,03/14/2025,26167.69,1308.38,27476.07,USD,FREIGHT
INV-N525NW3,C93089,03/26/2025,10643.08,1064.31,11707.39,USD,EXPRESS
INV-UYP1SQL,C97785,05/16/2025,12097.1,967.77,13064.87,USD,EXPRESS
INV-IA03VQM,C86178,06/20/2024,1175.59,94.05,1269.64,USD,GROUND
INV-G8SLNDW,C83350,07/24/2024,9374.69,468.73,9843.42,USD,2DAY
INV-OAYOKNF,C94736,08/24/2024,3756.67,300.53,4057.2,USD,GROUND
INV-I0CBLRI,C87356,03/04/2025,4564.93,365.19,4930.12,USD,GROUND
INV-GIM9PVS,C91097,03/16/2024,9417.44,941.74,10359.18,USD,2DAY
INV-UVA87DU,C63250,07/10/2025,8865.6,0.0,8865.6,USD,EXPRESS
INV-JUODG6B,C14637,11/20/2024,1680.69,84.03,1764.72,USD,GROUND
INV-9JVH9GY,C08929,07/11/2025,5072.41,0.0,5072.41,USD,EXPRESS
INV-ZOAT94J,C92842,11/17/2025,1223.16,61.16,1284.32,USD,GROUND
INV-E0YK3EO,C77577,04/06/2024,39481.38,1974.07,41455.45,USD,FREIGHT
INV-F880AAF,C20405,02/03/2025,38969.62,0.0,38969.62,USD,FREIGHT
INV-HNODECY,C56067,12/09/2025,2506.09,250.61,2756.7,USD,GROUND
INV-8ELVCD7,C15499,10/15/2025,1601.48,160.15,1761.63,USD,GROUND
