invoice_uid,client_ref,issued_on,amount_usd,shipment_category
INV-EC9RXIK,ZENITH HOLDINGS,15-Jul-2025,5967.7,2DAY
INV-ZSB6GKI,WAYNE GROUP,2024/01/01,18034.8,EXPRESS
INV-6K3LFIE,TYRELL FREIGHT,2025-10-05,2839.19,GROUND
INV-EOOQR9H,WAYNE HOLDINGS,12/30/2024,12725.5,FREIGHT
INV-NF7Q3K3,TYRELL INDUSTRIES,11-Dec-2024,10850.54,FREIGHT
INV-A1VJ0XU,VERTEX PARTNERS,01/13/2025,8015.55,2DAY
INV-1AR0MSU,MASSIVE CO,12-May-2024,1219.9,GROUND
INV-5PC52W1, WAYNE FREIGHT ,"Jan 05, 2024",1607.25,GROUND
INV-7A8BQNG,INITECH SUPPLY,"Jul 15, 2025",4930.53,GROUND
INV-I7C8TC9,TYRELL PARTNERS,10/25/2025,3713.81,GROUND
INV-DSWJQZ6,MASSIVE GROUP,2025-07-26,14056.88,FREIGHT
INV-C1R5X86,UMBRELLA ENTERPRISES,"Nov 29, 2024",18460.06,EXPRESS
INV-NZQC6LA,UMBRELLA INDUSTRIES,2024/07/15,2672.77,GROUND
INV-K3CMEN5,GREEN CO,"Mar 05, 2024",1881.93,GROUND
INV-PUJH5EN,ZENITH LOGISTICS,2025/02/01,4494.77,2DAY
INV-OD7UBCM,UMBRELLA INDUSTRIES,2024/12/02,30151.53,FREIGHT
INV-PVLHCIN,HOOLI SUPPLY,"Nov 15, 2025",21263.56,EXPRESS
INV-9B5MLYS,HOOLI ENTERPRISES,"Jun 13, 2024",2847.92,GROUND
INV-42T41FE,STARK GROUP,2024-05-20,7274.1,2DAY
INV-LW5GYCD,QUANTUM FREIGHT,"Mar 19, 2025",1813.19,GROUND
INV-YH6TC8E,BLUE ENTERPRISES,"Aug 08, 2024",1947.54,GROUND
INV-XJS3DRJ, RED LOGISTICS ,2025-03-29,1630.1,GROUND
INV-2NE4GW7,BLUE CO,15-Feb-2024,10370.2,2DAY
INV-FFAPXNN,HOOLI ENTERPRISES,2025-01-09,4643.6,GROUND
INV-2L60FE4,WAYNE GROUP,23-Feb-2025,2485.67,GROUND
INV-ACAIZR5,GREEN CO,2025/01/04,2821.95,GROUND
INV-Z6I3RYZ,QUANTUM ENTERPRISES,2024-10-21,2817.19,GROUND
INV-XWFI4HQ,TYRELL LLC,"Jun 20, 2025",3889.83,GROUND
INV-4O5E59P,TYRELL LLC,02-Aug-2024,1108.8,GROUND
INV-NO5GY90,VERTEX PARTNERS,2025-09-02,3149.68,GROUND
INV-6518BHK,UMBRELLA INDUSTRIES,09/25/2024,8720.26,EXPRESS
INV-TVEMBKL,VECTOR LLC,"Mar 07, 2025",3527.0,GROUND
INV-8DT11OA,VECTOR LLC,2024/07/08,54619.3,FREIGHT
INV-MVAAOQH,MASSIVE SUPPLY,2025/11/27,49473.65,FREIGHT
INV-7M70M9G,NIMBUS GROUP,05-Dec-2025,4169.2,GROUND
INV-MLD9GH3,APEX GROUP,2025-04-17,3205.23,GROUND
INV-C9E9OFP,GREEN CO,27-Jun-2025,4471.16,2DAY
INV-E7YLJH9, BLUE SUPPLY ,"Jun 06, 2025",5242.64,2DAY
INV-OVVQ7PU,BLUE PARTNERS,31-Oct-2024,5808.73,2DAY
INV-WC43P4D,INITECH SUPPLY,2025-02-14,15300.69,EXPRESS
INV-AQGFRTL,HOOLI SUPPLY,03/05/2025,18800.62,EXPRESS
INV-1A37KRU, UMBRELLA PARTNERS ,"May 03, 2024",4868.07,GROUND
INV-5LG0DCN, UMBRELLA PARTNERS ,"Jul 06, 2024",43238.31,FREIGHT
INV-K2M0LJJ,GREEN CO,"Jan 28, 2024",3528.42,GROUND
INV-Z59O5VA,WAYNE GROUP,05/28/2025,2783.73,2DAY
INV-YLAYDA1,GREEN CO,05/02/2025,1291.48,GROUND
INV-RLV26RZ,MASSIVE GROUP,"Jul 23, 2025",29158.29,FREIGHT
INV-C3MEBXL,ZENITH SUPPLY,04/22/2025,9663.65,2DAY
INV-6YV2SB9,GREEN LOGISTICS,2024/01/16,6034.65,2DAY
INV-XIGYHJX,QUANTUM ENTERPRISES,"Aug 05, 2025",1451.77,GROUND
INV-35PSFYY,HOOLI CO,2024/08/07,6827.87,EXPRESS
INV-3DT3ZYE,ZENITH LOGISTICS,2024-05-14,14785.59,EXPRESS
INV-D3G9CWE,TYRELL LLC,2024/01/26,14055.71,EXPRESS
INV-LB33IWD,ZENITH HOLDINGS,2025/01/11,9206.01,EXPRESS
INV-AQH6Z0J,STARK FREIGHT,2024-06-25,9012.09,EXPRESS
INV-SJ98E3P,STARK FREIGHT,2025-09-18,3938.55,GROUND
INV-RCWBYZ9, RED LOGISTICS ,2024-03-10,3543.59,GROUND
INV-FFI7DBW,MASSIVE CO,2025-01-29,3372.31,GROUND
INV-RG9EM7X,VECTOR CO,2024-08-31,15778.14,EXPRESS
INV-BU2L0ZY,HOOLI LOGISTICS,25-Apr-2025,10551.09,EXPRESS
INV-DFT9PM5,MASSIVE CO,2025-01-29,21369.27,FREIGHT
INV-M2HMWIQ, RED LOGISTICS ,03/20/2025,2509.48,GROUND
INV-JFZTKAX,VECTOR LOGISTICS,2024-01-10,9814.38,2DAY
INV-XZHV35L,STARK GROUP,04-Jun-2025,49898.56,FREIGHT
INV-AEISXGQ,BLUE INDUSTRIES,28-Jun-2025,1689.01,GROUND
INV-GBT1QOA,VECTOR FREIGHT,10-Sep-2024,20673.0,EXPRESS
INV-7L6B9QP,BLUE PARTNERS,2025/01/29,3115.66,GROUND
INV-MM6AA0K,VERTEX PARTNERS,2025/11/27,3177.79,GROUND
INV-JEIJ211,BLUE ENTERPRISES,2024-11-03,14669.1,FREIGHT
INV-85M5UV1, INITECH FREIGHT ,2025/05/06,2287.42,GROUND
INV-8HMI0ZB,UMBRELLA INDUSTRIES,2024/09/20,15410.13,EXPRESS
INV-LYOQ1LJ,VECTOR FREIGHT,17-Apr-2025,5195.39,GROUND
INV-5MKPLTO, MASSIVE LLC ,30-Nov-2025,7575.76,EXPRESS
INV-AZKZ6RL,GREEN LOGISTICS,"May 02, 2024",4092.7,GROUND
INV-3T7CEU9,STARK GROUP,02/15/2025,7238.2,2DAY
INV-IU47KUK,STARK FREIGHT,29-Jun-2024,4755.1,GROUND
INV-RCI2WDN,VERTEX SUPPLY,22-Nov-2025,3935.89,2DAY
INV-AYMT12W,NIMBUS GROUP,2024/05/15,1955.52,GROUND
INV-LPGSA2R,BLUE CO,2024/11/28,3131.54,GROUND
INV-3QX64VN,VERTEX PARTNERS,31-May-2025,5718.93,2DAY
INV-F2P709W,VECTOR FREIGHT,04/23/2024,16638.57,FREIGHT
INV-95FXKPR,VECTOR FREIGHT,2025/10/14,10374.14,2DAY
INV-2UWIN4E,BLUE INDUSTRIES,2024-12-25,2099.01,GROUND
INV-O559VAK,BLUE CO,07/21/2025,2584.47,GROUND
INV-DT6F8AD,ACME INDUSTRIES,2024/02/02,4062.81,2DAY
INV-UEX6Y8U,APEX FREIGHT,2025-12-29,18662.7,EXPRESS
INV-Q7FQHLS,HOOLI LOGISTICS,2024-10-27,10761.91,EXPRESS
INV-QVE6H2G,BLUE PARTNERS,19-Jul-2025,1470.25,GROUND
INV-P26ENRV,NIMBUS GROUP,2024-01-15,7120.81,2DAY
INV-1NZOWD1,STARK ENTERPRISES,"Aug 14, 2025",9744.57,2DAY
INV-UZ2UVK7,MASSIVE CO,2024/06/17,17039.79,EXPRESS
INV-GBXIXQP,VERTEX SUPPLY,2024/03/01,6400.46,2DAY
INV-0K5NQJI,HOOLI LOGISTICS,2025/12/27,3221.33,GROUND
INV-BJH96IZ,STARK PARTNERS,2024-01-30,14171.64,EXPRESS
INV-28EEJ3A, INITECH FREIGHT ,"Jul 06, 2024",4021.2,GROUND
INV-XUMD4BO,MASSIVE SUPPLY,09-Mar-2025,5240.1,GROUND
INV-GH9RETG,ZENITH HOLDINGS,2025/03/19,53231.86,FREIGHT
INV-GJ30IL1,GREEN FREIGHT,2025-01-09,1864.35,GROUND
INV-C1EZMFF, INITECH FREIGHT ,2025-09-18,14481.13,EXPRESS
INV-ZL3ITDH,BLUE INDUSTRIES,10/27/2024,4687.84,2DAY
INV-FKUL1F8, WAYNE FREIGHT ,"May 08, 2024",15155.83,EXPRESS
INV-PIQ78UM,GREEN FREIGHT,"Mar 24, 2024",10874.39,EXPRESS
INV-TL2T7EI,MASSIVE CO,"Oct 28, 2024",20358.21,EXPRESS
INV-GCCU8BD,ZENITH LOGISTICS,"Jan 08, 2025",4213.33,GROUND
INV-8JAM7X4,QUANTUM FREIGHT,"Jul 24, 2025",11498.76,EXPRESS
INV-6EVJSGL,MASSIVE PARTNERS,"Feb 25, 2024",41167.95,FREIGHT
INV-3Y9LEQZ,ZENITH HOLDINGS,2025-03-27,6653.89,2DAY
INV-5I87SHO,STARK PARTNERS,2025-12-13,4483.38,GROUND
INV-BH4NWMK, UMBRELLA PARTNERS ,2024-07-14,1450.58,GROUND
INV-TD5VXV5,MASSIVE PARTNERS,"Aug 21, 2025",3645.48,GROUND
INV-YPLVN1O,VERTEX SUPPLY,2025-01-02,5482.75,2DAY
INV-30PNOHQ,ZENITH SUPPLY,2025/01/01,5003.96,GROUND
INV-X9ASYTB,WONKA LLC,2024-04-26,2706.82,GROUND
INV-26T07U8,GREEN LLC,02/13/2025,12775.41,EXPRESS
INV-TGQBXL1,QUANTUM FREIGHT,2025-06-06,4386.88,2DAY
INV-N03WYPE,APEX FREIGHT,"Dec 02, 2025",2235.75,GROUND
INV-HPH603A, INITECH FREIGHT ,2025/02/12,1364.9,GROUND
INV-6FVET0N, WAYNE FREIGHT ,"Nov 19, 2024",45232.32,FREIGHT
INV-JLXLCGQ, MASSIVE LLC ,"Oct 24, 2024",2071.88,GROUND
INV-BV00NBW,WAYNE GROUP,11/29/2025,4567.33,GROUND
INV-DNKNJ03,VERTEX PARTNERS,19-Jun-2025,4831.42,GROUND
INV-29S9A25,BLUE PARTNERS,2025/01/15,4391.67,GROUND
INV-H3KE28L,GREEN CO,15-Apr-2025,2613.78,GROUND
INV-0SPB6YN,HOOLI ENTERPRISES,2024-03-18,4606.99,GROUND
INV-OGJ9SCW,HOOLI CO,11/28/2024,7191.52,EXPRESS
INV-K9PLPY1,BLUE ENTERPRISES,06/09/2025,4906.07,GROUND
INV-ND3I2XX,VERTEX PARTNERS,09/16/2025,7285.25,2DAY
INV-NP8YQU2,APEX FREIGHT,08/11/2025,5093.79,GROUND
INV-43R2XNH,STARK GROUP,2025/05/08,4895.38,GROUND
INV-M49X6OE,HOOLI CO,"Jun 24, 2025",1695.9,GROUND
INV-DA2DB21,APEX FREIGHT,2025-04-04,4594.54,2DAY
INV-VESMFYU,HOOLI ENTERPRISES,2025-04-07,7870.07,EXPRESS
INV-34O449N,BLUE ENTERPRISES,2024-08-11,2194.77,GROUND
INV-F7HMT32,HOOLI CO,17-Jan-2024,17444.73,EXPRESS
INV-PM86U0O,TYRELL FREIGHT,2024-02-25,3565.74,GROUND
INV-LD0P1LK,APEX GROUP,2024/07/09,7289.47,EXPRESS
INV-RNVGFY2,QUANTUM ENTERPRISES,2025-09-04,16429.37,EXPRESS
INV-KKGUI2L, UMBRELLA PARTNERS ,2024-09-15,4968.8,GROUND
INV-87H15EW,MASSIVE GROUP,02-May-2024,17216.67,EXPRESS
INV-41S28EC,MASSIVE PARTNERS,"Jun 23, 2024",10488.91,FREIGHT
INV-IZ3FBRE, WAYNE FREIGHT ,2025-01-18,2824.73,2DAY
INV-MINAC7P,MASSIVE SUPPLY,31-May-2024,3120.18,GROUND
INV-A0PX9WG,GREEN LOGISTICS,2024-03-31,4147.11,GROUND
INV-SO0VMZ1,TYRELL PARTNERS,"Dec 06, 2025",18922.29,FREIGHT
INV-6TE4W04, BLUE SUPPLY ,08-Jul-2025,1559.53,GROUND
INV-KD3H84A,GREEN FREIGHT,2024-02-05,30715.89,FREIGHT
INV-KZIV8HY,TYRELL PARTNERS,2025-03-05,5148.75,2DAY
INV-2CD6KR2,TYRELL LLC,2025-02-28,1982.71,GROUND
INV-AOO511T,STARK GROUP,2025-09-16,3163.88,GROUND
INV-H4MYPR0,ZENITH LOGISTICS,2024-11-18,2387.26,GROUND
INV-ZJGJDWT,QUANTUM FREIGHT,31-Jan-2024,2540.51,GROUND
INV-RHUJBJQ,NIMBUS HOLDINGS,2024/11/27,13071.78,FREIGHT
INV-93U4O7C,WAYNE GROUP,2024/04/02,9258.54,2DAY
INV-O395D40,STARK FREIGHT,09/05/2024,18130.13,EXPRESS
INV-9E4Y0XN,BLUE CO,2025/11/23,1271.12,GROUND
INV-0H2HSHS,MASSIVE GROUP,08/10/2024,9775.69,2DAY
INV-9HPORDE, RED LOGISTICS ,2024-07-31,2955.11,GROUND
INV-T8GE379,HOOLI SUPPLY,2024-08-22,9070.36,EXPRESS
INV-C84KMOQ,BLUE INDUSTRIES,11/04/2025,17464.85,EXPRESS
INV-M6MPPT2,ZENITH LOGISTICS,05/15/2024,3550.62,2DAY
INV-5PUKV8Q,VERTEX PARTNERS,2025/03/18,6493.42,EXPRESS
INV-C7SUSK3,WAYNE HOLDINGS,2025/06/27,1123.72,GROUND
INV-3UG30FL,VERTEX PARTNERS,25-Oct-2025,19858.42,EXPRESS
INV-TANZTXW,ZENITH HOLDINGS,2025/01/11,1408.99,GROUND
INV-DCLLL20,HOOLI LOGISTICS,"Jun 05, 2025",1846.1,GROUND
INV-TS0YCVY,MASSIVE CO,08-Jan-2025,15198.11,EXPRESS
INV-TIK2UOE,VECTOR LLC,05/04/2025,5214.86,2DAY
INV-4UC0AA3,MASSIVE PARTNERS,2025-06-05,2856.44,GROUND
INV-VO4FINZ, RED LOGISTICS ,12/30/2024,18588.67,EXPRESS
INV-KXKWGJK,VECTOR LLC,2024/10/25,2482.88,2DAY
INV-AG9Q1KJ,BLUE CO,2025/03/12,3077.59,GROUND
INV-G91BLH1,INITECH SUPPLY,12/03/2024,15905.7,EXPRESS
INV-XA9L687,VECTOR LOGISTICS,"Aug 07, 2025",4488.97,2DAY
INV-CYHGO0M,VERTEX PARTNERS,31-Jan-2024,11942.25,EXPRESS
INV-BLU50TA,NIMBUS INDUSTRIES,2024/11/08,23087.22,FREIGHT
INV-VQ8GENL,VECTOR LOGISTICS,"Mar 18, 2025",6482.03,2DAY
INV-2H0KP18,GREEN LLC,2025/05/13,2559.84,GROUND
INV-BMTWDQW,VERTEX PARTNERS,2024-09-01,4453.33,GROUND
INV-COVJN05,BLUE CO,2024/11/07,4246.0,GROUND
INV-Z7XJFTO,VECTOR FREIGHT,11-Oct-2024,1211.67,GROUND
INV-00O80TI,INITECH SUPPLY,"Apr 02, 2025",8628.62,2DAY
INV-SYWSTL0, RED LOGISTICS ,11/01/2025,4736.98,GROUND
INV-GWMZ4F9,STARK ENTERPRISES,2024/12/11,10173.16,EXPRESS
INV-AR5SSFU, INITECH FREIGHT ,2024-04-15,47603.03,FREIGHT
INV-KE9ULUB, UMBRELLA PARTNERS ,"Jul 27, 2024",3107.64,2DAY
INV-WT2AVCO,UMBRELLA ENTERPRISES,04/15/2024,14211.85,EXPRESS
INV-K13ABDZ,INITECH SUPPLY,"Jan 12, 2025",7978.56,EXPRESS
INV-FHT1YMA,STARK GROUP,2024/11/09,11555.02,FREIGHT
INV-T1SGRW5,MASSIVE PARTNERS,01-May-2024,2466.79,GROUND
INV-VAK0C0Y,ZENITH LOGISTICS,23-Jun-2024,3513.38,GROUND
INV-QI64O5J,VERTEX PARTNERS,"Nov 15, 2024",44757.94,FREIGHT
INV-OJXS9VR,WAYNE HOLDINGS,2024/03/07,4777.17,GROUND
INV-Y1OIWAQ,NIMBUS HOLDINGS,09/04/2024,3366.77,GROUND
INV-E6XKDJS,WONKA LLC,03-May-2024,2323.89,GROUND
INV-EFDG1BC,WAYNE GROUP,2024-11-14,2291.86,GROUND
INV-DVG267W,APEX FREIGHT,2024-07-10,3830.29,GROUND
INV-82WOO4N,QUANTUM ENTERPRISES,05/11/2025,3565.37,2DAY
INV-VIE0LV3,STARK GROUP,06/24/2024,35453.67,FREIGHT
INV-9CBDUE0,NIMBUS GROUP,"Nov 17, 2025",1697.84,GROUND
INV-5UC6QLJ,NIMBUS HOLDINGS,2025-01-06,3250.38,2DAY
INV-I813DPC,HOOLI SUPPLY,2024/09/02,2593.45,2DAY
INV-VY37G3T,MASSIVE CO,2025-11-28,3409.75,GROUND
INV-H1G7MXT,VERTEX PARTNERS,10/08/2024,15219.44,FREIGHT
INV-22ESD2K,STARK FREIGHT,2024-01-28,8118.38,2DAY
INV-SM7G4X7,VECTOR LOGISTICS,"Dec 05, 2024",11620.48,EXPRESS
INV-PFGH0NY, RED LOGISTICS ,03/28/2025,1357.45,GROUND
INV-2AIB8X0,INITECH SUPPLY,2025/07/16,4949.69,GROUND
INV-7BLTEYE,UMBRELLA ENTERPRISES,2025/10/07,12817.85,EXPRESS
INV-79C1ANX, BLUE SUPPLY ,10-Nov-2024,5383.11,GROUND
INV-B79KADP, WAYNE FREIGHT ,2025/12/05,2442.43,GROUND
INV-JBK1V77, WAYNE FREIGHT ,2024/07/17,52072.05,FREIGHT
INV-LM6TT6W,WAYNE HOLDINGS,11/25/2024,1949.49,GROUND
INV-2TAILG8,MASSIVE CO,2025/09/07,4499.4,GROUND
INV-O0QQ2Z9,HOOLI CO,2025/10/19,10098.27,2DAY
INV-X2EASNQ,HOOLI ENTERPRISES,13-Jun-2024,10338.24,EXPRESS
INV-WRBDD8P,QUANTUM ENTERPRISES,16-Nov-2025,17873.8,FREIGHT
INV-UYGY25R,VECTOR CO,09/11/2025,2741.07,2DAY
INV-9DI778U,ZENITH SUPPLY,2025-03-01,15113.48,FREIGHT
INV-1407U1U,APEX GROUP,"May 27, 2024",2157.82,GROUND
INV-9DYYG2U, RED LOGISTICS ,2024-05-20,1415.87,GROUND
INV-9TGC65G, WAYNE FREIGHT ,2025/09/19,3529.79,GROUND
INV-ZGA5RZQ,HOOLI ENTERPRISES,2025/03/02,35995.52,FREIGHT
INV-TEJK1IP,BLUE CO,2024-12-21,5357.61,GROUND
INV-95NVGO7,NIMBUS INDUSTRIES,08/28/2025,4132.57,GROUND
INV-5TDNH1T,VERTEX PARTNERS,04-Oct-2024,4987.82,2DAY
INV-M0QA85X,MASSIVE SUPPLY,2025-01-05,47626.51,FREIGHT
INV-HRN1JMW,MASSIVE GROUP,2025/04/22,12706.51,EXPRESS
INV-CGKZUNE,VERTEX PARTNERS,"Nov 26, 2025",1274.64,GROUND
INV-B50T3T4,VERTEX SUPPLY,2024-04-30,18068.35,FREIGHT
INV-JJHXIFN,TYRELL LLC,"Jan 18, 2024",13815.64,EXPRESS
INV-319H7LF,VECTOR LOGISTICS,10/19/2024,15543.31,EXPRESS
INV-XJHAVVS,ZENITH HOLDINGS,11-Aug-2025,19089.16,FREIGHT
INV-9QXAYKK,VERTEX SUPPLY,14-Aug-2025,1908.48,GROUND
INV-21AC5RA,GREEN FREIGHT,2024-11-06,2525.16,GROUND
INV-NNIFI3R,TYRELL LLC,2025-12-17,1119.52,GROUND
INV-G5XOXPC,STARK GROUP,2025-02-02,5296.4,2DAY
INV-NLPO8OG, WAYNE FREIGHT ,2025/01/02,46503.86,FREIGHT
INV-BOF0DM9,WONKA SUPPLY,2024-08-31,3064.7,GROUND
INV-5D440MC,ZENITH HOLDINGS,2025/02/07,14001.61,EXPRESS
INV-K1XMT2F,QUANTUM ENTERPRISES,02/17/2025,5115.9,GROUND
INV-5Y0U97Z,NIMBUS INDUSTRIES,2024/05/08,4016.79,GROUND
INV-Y8NC481,MASSIVE CO,2024-02-15,2859.81,GROUND
INV-NO29XDP,TYRELL INDUSTRIES,2024/04/20,6158.77,2DAY
INV-A72VPYG,TYRELL FREIGHT,2025/07/21,16690.99,EXPRESS
INV-V4UT02A,ZENITH SUPPLY,2025-01-03,7617.57,2DAY
INV-KNIA7AK,NIMBUS HOLDINGS,2025/08/16,7161.01,2DAY
INV-VMLWH0V,VECTOR LOGISTICS,"Nov 15, 2025",5264.27,GROUND
INV-ILD935P,HOOLI ENTERPRISES,2024-07-07,12749.1,EXPRESS
INV-FZ8Y7XN,HOOLI SUPPLY,2025-09-26,22814.98,FREIGHT
INV-PP6Q2PH,WAYNE HOLDINGS,10/30/2025,5336.65,GROUND
INV-AO40XIX,VECTOR LLC,2025/12/06,3451.49,GROUND
INV-OUGDIHD,VERTEX SUPPLY,2025-08-15,15746.06,EXPRESS
INV-U888LU6,ZENITH SUPPLY,04-Nov-2024,3871.32,GROUND
INV-H6PKVI5, WAYNE FREIGHT ,"Sep 16, 2024",10362.95,2DAY
INV-CK5TS2Q,WAYNE GROUP,2025/06/25,1325.99,GROUND
INV-JFVO6NO,UMBRELLA INDUSTRIES,12/02/2025,1433.63,GROUND
INV-E3XFRVP,HOOLI ENTERPRISES,"Oct 16, 2025",11657.15,EXPRESS
INV-ULKTERV,GREEN LLC,07/09/2025,21037.76,EXPRESS
INV-SOGP5MU,VECTOR LLC,06/13/2024,5685.84,2DAY
INV-DHJ97VQ,MASSIVE GROUP,"May 22, 2025",5403.0,GROUND
INV-0G06JSM,MASSIVE SUPPLY,2024-11-02,4125.6,2DAY
INV-0GIX98E,BLUE CO,"Jul 30, 2024",14228.78,EXPRESS
INV-VN8PXT4,GREEN LOGISTICS,2024/01/08,8849.65,2DAY
INV-1L6BJOU,VECTOR CO,2024-04-01,4361.24,GROUND
INV-VFO7XMT,WAYNE HOLDINGS,2025/07/10,2943.02,2DAY
INV-6G9DIE9,HOOLI CO,"Mar 09, 2024",2791.59,GROUND
INV-2SASJG4,HOOLI CO,22-Aug-2024,4647.78,GROUND
INV-5MATWCN,ZENITH HOLDINGS,11/11/2025,3639.31,GROUND
INV-1AC9Z8I,UMBRELLA INDUSTRIES,"Aug 10, 2024",14286.45,EXPRESS
INV-JLDNG5E,GREEN LOGISTICS,"Sep 05, 2025",5045.62,GROUND
INV-1362NJY,ZENITH HOLDINGS,2025-02-13,5339.09,GROUND
INV-JMDMW4W,HOOLI CO,"Mar 14, 2025",27476.07,FREIGHT
INV-N525NW3, BLUE SUPPLY ,2025-03-26,11707.39,EXPRESS
INV-UYP1SQL,MASSIVE SUPPLY,"May 16, 2025",13064.87,EXPRESS
INV-IA03VQM,MASSIVE CO,2024/06/20,1269.64,GROUND
INV-G8SLNDW,STARK GROUP,2024-07-24,9843.42,2DAY
INV-OAYOKNF, RED LOGISTICS ,2024-08-24,4057.2,GROUND
INV-I0CBLRI,ZENITH LOGISTICS,03/04/2025,4930.12,GROUND
INV-GIM9PVS,TYRELL FREIGHT,2024/03/16,10359.18,2DAY
INV-UVA87DU,VERTEX SUPPLY,2025-07-10,8865.6,EXPRESS
INV-JUODG6B,HOOLI SUPPLY,20-Nov-2024,1764.72,GROUND
INV-9JVH9GY,NIMBUS INDUSTRIES,"Jul 11, 2025",5072.41,EXPRESS
INV-ZOAT94J,TYRELL INDUSTRIES,11/17/2025,1284.32,GROUND
INV-E0YK3EO,ZENITH HOLDINGS,06-Apr-2024,41455.45,FREIGHT
INV-F880AAF,INITECH SUPPLY,03-Feb-2025,38969.62,FREIGHT
INV-HNODECY,HOOLI LOGISTICS,12/09/2025,2756.7,GROUND
INV-8ELVCD7,ZENITH HOLDINGS,10/15/2025,1761.63,GROUND
INV-FFGGZYC,WAYNE GROUP,06/29/2024,3131.19,GROUND
INV-SFCMUBY,WAYNE GROUP,13-Oct-2024,14806.75,EXPRESS
INV-5ZQA1Y0, WAYNE FREIGHT ,01/21/2024,6884.98,2DAY
INV-6BI2MMM,ZENITH SUPPLY,09/12/2024,4548.56,GROUND
INV-PTMS68O,APEX FREIGHT,01/28/2024,2211.9,GROUND
INV-IWMR1VS,APEX FREIGHT,04-Jul-2025,3444.08,GROUND
INV-JIGZXL9,APEX GROUP,"Aug 22, 2024",4154.82,GROUND
INV-QP6MRJN,ACME INDUSTRIES,"Dec 02, 2025",13640.19,EXPRESS
INV-9THS8LI,HOOLI CO,"Sep 27, 2024",4751.83,2DAY
INV-QSD6NEO,HOOLI LOGISTICS,2025-07-12,2318.03,GROUND
INV-RUPDKY5,GREEN FREIGHT,2025/07/13,23755.46,FREIGHT
INV-M5N0LPE,ZENITH HOLDINGS,"Feb 26, 2025",19797.55,EXPRESS
INV-ME6UH13,MASSIVE CO,"Apr 28, 2025",12949.68,EXPRESS
INV-SVQ0VA8,GREEN LOGISTICS,2025/10/28,3730.29,2DAY
INV-DIPT8NZ,BLUE INDUSTRIES,12-Oct-2025,4864.1,GROUND
INV-HY9357A,ACME INDUSTRIES,"Apr 16, 2025",4066.21,GROUND
INV-9XWDNZ5,MASSIVE PARTNERS,2025/06/30,6463.61,EXPRESS
INV-8NLB49I,HOOLI LOGISTICS,2024-09-03,4994.98,GROUND
INV-N6G9LIF,TYRELL INDUSTRIES,09/24/2024,4970.11,GROUND
INV-LHYQEH5,WAYNE GROUP,29-Dec-2024,1844.05,GROUND
INV-D80Q0K1,STARK FREIGHT,2025-03-26,4643.21,GROUND
INV-ZB5VVJ0,UMBRELLA ENTERPRISES,2024/08/13,2670.92,GROUND
INV-TE4FHQW,HOOLI LOGISTICS,09/11/2025,6961.38,2DAY
INV-AU8R7GJ,ZENITH HOLDINGS,2024/03/18,20407.66,EXPRESS
INV-JITK98T,HOOLI LOGISTICS,"Jul 04, 2024",3711.81,GROUND
INV-0G5NHGO,HOOLI SUPPLY,"Jun 05, 2024",2653.85,GROUND
INV-ON7SE8C,ZENITH LOGISTICS,2025/03/27,4103.92,GROUND
INV-EL38U88,GREEN LLC,"Jun 09, 2024",4930.85,GROUND
INV-M4NKALC,GREEN LLC,06/12/2025,1197.39,GROUND
INV-6841GUV, RED LOGISTICS ,2024-02-26,6144.4,2DAY
INV-Q3VVZXI,ZENITH HOLDINGS,2024/10/20,17636.37,EXPRESS
INV-8BBTX9Q,BLUE PARTNERS,"Jan 06, 2025",3905.7,GROUND
INV-3DOG0JQ,WAYNE GROUP,12-Aug-2024,1872.13,GROUND
INV-3GARM63,STARK GROUP,2024-10-27,2403.68,GROUND
INV-MMCY8S3, MASSIVE LLC ,02/09/2024,6358.02,2DAY
INV-0WEZDGG,NIMBUS GROUP,"Dec 15, 2024",3033.77,GROUND
INV-5U6RVGK,STARK GROUP,2024-03-13,2843.61,GROUND
INV-GT1RFK3,VECTOR FREIGHT,"Jan 02, 2025",8820.4,2DAY
INV-XYWUWAX,NIMBUS HOLDINGS,03/27/2025,7574.47,2DAY
INV-968HQO6,ZENITH SUPPLY,2024-12-07,10395.21,EXPRESS
INV-U5643L6, WAYNE FREIGHT ,2025-07-22,6558.03,2DAY
INV-S5SSW9E,ZENITH LOGISTICS,2024-05-29,22965.01,FREIGHT
INV-5O7V5LS,UMBRELLA INDUSTRIES,2024-09-04,4295.36,GROUND
INV-Z8OJ0ZZ,HOOLI CO,2024/09/01,4263.04,GROUND
INV-TSB04KA,WONKA LLC,08/21/2024,4576.68,GROUND
INV-IZ7GUYW,STARK FREIGHT,2025-02-01,5149.65,GROUND
INV-X42ROJF,MASSIVE GROUP,"Jul 09, 2025",5277.86,GROUND
INV-48FICH4,APEX GROUP,"Jun 22, 2024",1696.83,GROUND
INV-C2T6N66,HOOLI CO,2025/01/09,2172.19,GROUND
INV-DMGYZBA,BLUE PARTNERS,2024/04/20,4883.85,GROUND
INV-VP5RCB3,BLUE ENTERPRISES,2024-09-04,19164.77,FREIGHT
INV-HKCX8SL,GREEN LLC,2025/05/12,3939.71,GROUND
INV-NM35SGN,BLUE INDUSTRIES,2024/02/04,14102.92,EXPRESS
INV-2JLDOX5,BLUE ENTERPRISES,"Aug 21, 2025",4011.62,GROUND
